Codigo,Unidade
2657007,HOSPITAL DE GUARNICAO DE NATAL
2657503,VIGILANCIA EPIDEMIOLOGICA
2658054,PRONTO ATENDIMENTO JETEL MENDES 24H
2658275,PRONTO ATENDIMENTO 24 HORAS ITAPOA
2658372,INSTITUTO SANTE HOSPITAL DE DIONISIO CERQUEIRA
2658496,PRONTO CLINICA SAO MARCOS PRONTO SOCORRO PARTICULAR
2658593,CLINICA DE SAUDE DA FAMILIA JURACI RAMOS ROCHA
2658801,HOSPITAL MUNICIPAL FRANCISCO MACEDO PALMEIROPOLIS
2659069,HOSPITAL MUNICIPAL EURICO DUTRA
2659107,HOSPITAL GERAL
2659417,HOSPITAL DA CIDADE
2659603,HOSPITAL MUNICIPAL JOSE VALDIR ANTUNES DE OLIVEIRA
2659611,UNIDADE BASICA DE SAUDE DE ALCINOPOLIS
2659999,HOSPITAL ISAURA CHACARA
2660210,HOSPITAL MUNICIPAL DR ALTINO LEMOS SANTIAGO
2660229,HOSPITAL MUNICIPAL JOSELITO VIEIRA NEVES
2660628,UNIDADE SANITARIA SEDE DE JABORA
2661020,UNIDADE SANITARIA DR DINO GORINI
2662914,HOSPITAL SEARA DO BEM MATERNO E INFANTIL
2663376,CENTRO DE SAUDE SANTA PAULINA
2663392,ESF BOM JESUS
2663740,POLICLINICA MUNICIPAL DE CAMPINAS
2664046,UNIDADE DE VIGILANCIA A SAUDE
2664283,UNIDADE MISTA DE SAUDE VIRGINIA RODRIGUES SIMPLICIO
2664364,HOSPITAL MUNICIPAL DOM ALOISIO LORSCHEIDER
2664372,HOSPITAL MUNICIPAL ANTONIO CAVALCANTE DE QUEIROZ
2664666,HOSP MATERN PAULO SARASATE
2664690,HOSPITAL MATERNIDADE DR ARAMIS PAIVA
2664879,HOSPITAL NEREU RAMOS
2664984,HOSPITAL PALMITOS
2664992,HOSPITAL SAO LUIZ
2665085,HOSPITAL NOSSA SENHORA DAS GRACAS
2665107,HOSPITAL SANTO ANTONIO DE ITAIOPOLIS
2665271,HOSPITAL DO RIM
2665352,HOSPITAL MUNICIPAL AGNALDO GOUVEIA
2665778,HOSPITAL DO SERIDO
2665883,HOSPITAL SANTA TERESINHA
2666618,NIS II
2666626,HOSPITAL E MATERNIDADE SAO JUDAS TADEU
2666723,POLICLINICA SAO VICENTE DE PAULA FB
2666731,HOSPITAL SAO FRANCISCO
2672154,HOSPITAL HOSCOLA
2672197,HRSAM HOSPITAL REGIONAL DE SAMAMBAIA
2672839,HOSPITAL DOM JOAQUIM IMAS
2673800,HOSPITAL UNIMED
2673886,HOSPITAL YUTAKA TAKEDA
2673932,CRER
2674327,HOSPITAL NOSSA SENHORA DOS NAVEGANTES
2674513,HOSPITAL MUNICIPAL DO PRADO
2674769,HOSPITAL MUNICIPAL DE URGENCIA E EMERGEN MARIA LAISE PEREIRA
2674955,HOSPITAL JARDIM CUIABA
2674971,SECRETARIA MUNICIPAL DE SAUDE DE PRIMAVERA DO LESTE
2675110,PRONTO ATENDIMENTO PRAIA DO SUA
2675536,HOSPITAL MATERNIDADE AGENOR ARAUJO
2675560,HOSPITAL REGIONAL DE IGUATU
2675714,HOSPITAL DR JOAO DOS SANTOS NEVES
2675951,HOSPITAL SAO LUCAS
2676001,HOSPITAL MUNICIPAL JOSE VIEIRA DOS SANTOS
2676044,HOSPITAL SANTO AGOSTINHO
2676060,HOSPITAL UNIVERSITARIO ALCIDES CARNEIROUFCG
2676125,HOSPITAL MUNICIPAL BOSCO MOISES
2676575,HOSPITAL SANTA MARIA
2676869,UNIDADE MISTA AROLDO LIMA COUTO
2676923,HOSPITAL MUNICIPAL DE SAUDE DE PORTEL
2676982,SECRETARIA MUNICIPAL DE SAUDE DE PRIMAVERA
2677407,HOSPITAL MUNICIPAL DR SILAS FREITAS
2677431,HOSPITAL MUNICIPAL MARIA DO CARMO GOMES
2677563,HOSPITAL MUNICIPAL DANIEL GONCALVES
2677571,HOSPITAL MUNICIPAL DE DOM ELISEU PAULO VIDAL
2677598,HOSPITAL DAS CLINICAS DE DOM ELISEU
2678179,HOSPITAL INFANTIL E MATERNIDADE ALZIR BERNARDINO ALVES
2678233,HOSPITAL MENINO JESUS
2678322,HOSPITAL DAS CLINICAS DE BRAGANCA
2678403,HOSPITAL SANTO ANTONIO MARIA ZACCARIA
2678578,ASSOCIACAO SAO MIGUEL
2678624,HOSPITAL E MATERNIDADE POPULAR
2678756,HOSPITAL GERAL DE BRAGANCA
2679469,HOSPITAL CENTRAL CORONEL PEDRO GERMANO
2679477,HOSPITAL MUNICIPAL VANESSA E VANIA FUZARI
2679639,UNIDADE DE SAUDE SATELITE
2679647,UNIDADE DE SAUDE BUENOS AIRES
2679663,UNIDADE DE PRONTO ATENDIMENTO 24 HORAS UPA PROMORAR
2679671,UNIDADE INTEGRADA DO MOCAMBINHO
2679736,ASSOCIACAO BENEFICENTE SAO FRANCISCO DE ASSIS
2680017,UPA ZONA SUL
2680033,PRONTOCLINICA DA CRIANCA DR PAULO GURGEL
2680327,HOSPITAL DE PEQUENO PORTE B B BARROS LAGOA DA CONFUSAO
2680785,NEXT HOSPITAL SANTO AMARO
2680807,HOSPITAL MUNICIPAL DE GUARATUBA
2682184,UNIDADE DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA
2682400,SPA GAIBU
2682710,HOSPITAL GERAL DE SERRA BRANCA
2683199,CENTRO MUNICIPAL DE SAUDE SJT
2683202,HOSPITAL MUNICIPAL DR AMADEU PUPPI
2683210,HOSPITAL ANNA FIORILLO MENARIM
2684462,CENTRO MUNICIPAL DE SAUDE OTAVIO PEDROSO DE OLIVEIRA
2684640,SERVICO DE VIGILANCIA EPIDEMIOLOGICA
2686740,HOSPITAL MUNICIPAL DE IPIRANGA
2686791,HOSPITAL DO CORACAO BOM JESUS
2686813,HOSPITAL E MATERNIDADE IMACULADA CONCEICAO
2686910,HOSPITAL MADRE TEREZA DE CALCUTA
2686929,HOSPITAL DE CARIDADE DE PALMEIRA
2686945,HOSPITAL SAO CAMILO
2686953,SANTA CASA DE MISERICORDIA DE PONTA GROSSA
2687011,HOSPITAL MUNICIPAL 18 DE DEZEMBRO
2687038,HOSPITAL MUNICIPAL CAROLINA LUPION
2687046,HOSPITAL SANTO ANTONIO
2687054,PRONTO ATENDIMENTO MUNICIPAL MENINO JESUS
2687062,HOSPITAL DA CRIANCA PREFEITO JOAO VARGAS DE OLIVEIRA
2687089,HOSPITAL MUNICIPAL DE IVAI
2687127,HOSPITAL REGIONAL DO LITORAL
2688123,VIGILANCIA EPIDEMIOLOGICA CONTROLE DOENCAS
2688433,COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA
2688565,HOSPITAL SAO CAMILO POMPEIA
2688573,HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO
2688581,HOSPITAL GERIATRICO E DE CONVALESCENTES D PEDRO II
2688603,HOSPITAL SANTA CATARINA
2688611,SAO LUIZ UNIDADE ITAIM
2688689,SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO
2688700,HOSPITAL SAO LUCAS
2689405,UNIDADE BASICA DE SAUDE SEDE IPIRA
2689863,ASSOCIACAO BENEFICENTE HOSPITALAR SAO CAMILO PERITIBA
2690357,PROGRAMA SAUDE DA FAMILIA ITA
2690764,HOSPITAL E MATERNIDADE BRASIL UNIDADE MAUA
2690969,CENTRO DE ASSISTENCIA ODONTOLOGICA
2691450,HOSPITAL MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO
2691469,HOSPITAL DE PENHA
2691485,HOSPITAL DE GASPAR
2691507,HOSPITAL PIRATUBA IPIRA
2691515,HOSPITAL REGIONAL DEPUTADO AFFONSO GHIZZO
2691523,HOSPITAL CIRURGICO CAMBORIU
2691566,HOSPITAL SAO PEDRO
2691574,HOSPITAL SAO SEBASTIAO
2691833,HOSPITAL MUNICIPAL SANTO ANTONIO
2691841,HOSPITAL GOVERNADOR CELSO RAMOS
2691868,HOSPITAL INFANTIL JOANA DE GUSMAO
2691884,HOSPITAL DR WALDOMIRO COLAUTTI
2691892,HOSPITAL MUNICIPAL FREI ROGERIO
2693402,PRONTO ATENDIMENTO LOMBA DO PINHEIRO
2693801,ASSOCIACAO HOSPITALAR VILA NOVA
2694778,HPSM DR HUMBERTO MARADEI PEREIRA
2694891,HOSPITAL MUNICIPAL ORZEU JONAS GUIDA
2695111,UNIDADE DE PRONTO ATENDIMENTO PAMPULHA
2695138,ABRAM MS
2695251,HOSPITAL ABELARDO SANTOS
2695308,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA
2695324,HOSPITAL DA BALEIA
2695332,HOSPITAL DA CRIANCA
2695359,HOSPITAL MARIO PENNA
2695375,HOSPITAL PAULO DE TARSO
2695634,BIOCOR INSTITUTO
2695839,HOSPITAL MUNICIPAL JOSE GONCALVES ROSA
2696029,HOSPITAL PROFESSOR SERRA DE CASTRO
2696746,PRONTO SOCORRO CENTRAL DR ARMANDO GOMES DE SA COUTO
2696851,HOSPITAL SAO GONCALO LTDA
2696924,HOSPITAL MUNICIPAL DR CELSO MARTINS
2696932,SES RJ HOSPITAL ESTADUAL ROBERTO CHABO
2696940,HOSPITAL SAO VICENTE DE PAULO
2697041,HOSPITAL SAO JOAO BATISTA DE MACAE
2697289,HOSPITAL E MATERNIDADE DIVINO ESPIRITO SANTO
2697548,HOSPITAL TRISTAO DA CUNHA
2697661,HOSPITAL AQUILES LISBOA
2697688,MATERNIDADE NOSSA SENHORA DA PENHA
2697947,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONSOLACAO
2698463,SECAO HOSPITAL E MATERNIDADE MUNICIPAL DR SILVERIO FONTES
2698471,SECAO HOSPITAL MUNICIPAL DR ARTHUR DOMINGUES PINTO
2698684,VIGILANCIA EPIDEMIOLOGICA MUNICIPAL DE CAIEIRAS
2699842,HOSPITAL REGIONAL DE PEIXOTO DE AZEVEDO
2699915,SANTA CASA DE VINHEDO
2699966,HOSPITAL MUNICIPAL DR SEVERINO DIAS CARNEIRO NETO
2700204,HOSPITAL MUNICIPAL DE CONCHAS
2700549,UNIDADE CENTRAL IVOTI
2700786,UNIDADE BASICA DE SAUDE DE CRISSIUMAL ESF
2700794,POSTO DE SAUDE FREDERICO WESTPHALEN
2700921,UNIDADE BASICA DE SAUDE
2701626,MATER CLIN
2702193,SANTA CASA DE MISERICORDIA DE UBATUBA
2702320,UNIDADE BASICA DE SAUDE LINDOIA DO SUL
2702681,HOSPITAL CASA ALIVIO DO SOFRIMENTO
2702711,HOSPITAL GERAL GERTRUDES MELO MARTINS
2702746,HOSPITAL GERAL MUNICIPAL DE DOM PEDRO
2702827,UNIDADE MISTA ANA ALVES DE CARVALHO
2702835,HOSPITAL MUNICIPAL MARIA SENHORINHA DE SOUSA
2702886,COMPLEXO HOSPITALAR MATERNO INFANTIL DO MARANHAO
2702975,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEICAO
2702983,HOSPITAL REGIONAL DOM MOURA
2702991,HOSPITAL DR JOAO SECUNDINO DE SOUZA
2703025,HOSPITAL MARIA DA PENHA DOURADO CAVALCANTE
2703084,UNIDADE MISTA JUSTA MARIA BEZERRA
2703092,UNIDADE MISTA SANTA CLARA
2703106,UNIDADE MISTA ADELAIDE TAVARES DE SA
2703351,HOSPITAL MUNICIPAL ADOLPHO PEREIRA CARNEIRO
2703378,HOSPITAL GERAL SEVERINO PEREIRA DA SILVA
2703386,HOSPITAL CAMOCIM DE SAO FELIX
2703572,SECRETARIA MUNICIPAL DE SAUDE DE SURUBIM
2704439,UNIDADE DE EMERGENCIA PEDIATRICA
2704587,HOSPITAL MUNICIPAL HUGO MIRANDA
2704595,HOSPITAL INFANTIL DARCY SOUZA VARGAS
2704633,HOSPITAL SAO SEBASTIAO
2704900,HOSPITAL UNIVERSITARIO SAO FRANCISCO NA PROV DE DEUS
2705222,SANTA CASA DE MOCOCA MOCOCA
2705249,HOSPITAL MUNICIPAL MARIA ROSA CARDOSO
2705591,CLINICA DE ACIDENTADOS DE VITORIA
2705648,SECRETARIA MUNICIPAL DE SAUDE
2705923,HOSPITAL MUNICIPAL HUMBERTO DE QUEIROZ
2705982,SANTA CASA DE FRANCA
2706245,UNIDADE DE PRONTO ATENDIMENTO DE FRANCO DA ROCHA UPA II
2706709,HOSPITAL MUNICIPAL MARIA VENERI
2707519,HOSPITAL PADRE ZE
2707527,MATERNIDADE FREI DAMIAO
2707608,HOSPITAL DE CARIDADE DE SAO MARTINHO
2707632,HOSPITAL MUNICIPAL GETULIO VARGAS
2707667,HOSPITAL MUNICIPAL SAO JOSE IBIRAIARAS
2707675,HOSPITAL UNIVERSITARIO DR MIGUEL RIET CORREA JR
2707918,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM
2707942,HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA
2707950,HOSPITAL BENEFICENTE NOSSA SENHORA DOS NAVEGANTES
2707969,HOSPITAL BENEFICIENTE SANTA LUZIA
2707977,HOSPITAL COMUNITARIO SAO PEREGRINO LAZZIOZI
2708000,HOSPITAL DE CARIDADE DE CRISSIUMAL
2708078,HOSPITAL DR NELSON DOS SANTOS GONCALVES
2708353,IFF FIOCRUZ
2708558,HOSPITAL EVANGELICO DE SOROCABA
2708566,HOSPITAL UNIMED DE SOROCABA DR MIGUEL VILLA NOVA SOEIRO
2708779,SANTA CASA DE SOROCABA
2708892,UNIDADE HOSPITALAR DE ENVIRA
2708906,UNIDADE HOSPITALAR DE ITAPIRANGA
2708914,UNIDADE HOSPITALAR DE JURUA
2708922,UNIDADE HOSPITALAR DE NOVO AIRAO
2708930,UNIDADE HOSPITALAR DE RIO PRETO DA EVA
2709848,HOSPITAL MARGARIDA
2710447,HOSPITAL MUNICIPAL OSCAR RAMIRES PEREIRA
2710455,HOSPITAL E MAT IDIMAQUE PAES FERREIRA
2710463,HOSPITAL MATERNIDADE NOSSA SENHORA DA CONCEICAO
2710498,HOSPITAL MUNICIPAL DE NAVIRAI
2710935,EBSERH HOSPITAL UNIVERSITARIO GRANDE DOURADOS
2710978,POSTO DE ASSIST MEDICA DE DOURADOS
2711184,HOSPITAL MUNICIPAL ANA NERY
2711389,CASA DE SAUDE E MATERNIDADE JOSEFA CAVALCANTI DE PETRIBU
2711451,UNIDADE MISTA DE SAUDE SAO FRANCISCO
2711591,UPA DE CAMELA DR JORGE PONTUAL DE SOUZA LEAO
2711613,CENTRO UNIVERSITARIO INTEGRADO DE SAUDE AMAURY DE MEDEIROS
2711885,HOSPITAL BELARMINO CORREIA
2711893,HOSPITAL CEL ALVARO FERRAZ
2711907,HOSPITAL CLOTILDES DE FONTE RANGEL
2711923,HOSPITAL DOS SERVIDORES DO ESTADO PERNAMBUCO HSE
2711931,HOSPITAL MUNICIPAL DR MIGUEL ARRAES DE ALENCAR
2711958,HOSPITAL ERMIRIO COUTINHO
2711974,HOSPITAL GERAL DE AREIAS
2711990,HOSPITAL JABOATAO PRAZERES
2712008,HOSPITAL JOAO MURILO E POLICLINICA DE VITORIA
2712032,HOSPITAL REGIONAL DE LIMOEIRO JOSE FERNANDES SALSA
2712040,HOSPITAL REGIONAL FERNANDO BEZERRA
2712059,HOSPITAL REGIONAL DR BENEVOLO WANDERLEY DO AMARAL
2712067,HOSPITAL SEVERINO TAVORA
2713497,PRONTO SOCORRO SAO FRANCISCO LTDA
2714485,HOSPITAL MUNICIPAL JOAO RODRIGUES DE SOUZA
2714981,SECRETARIA MUNICIPAL DE SAUDE DE JOAO ALFREDO
2715007,SECRETARIA MUL DE SAUDE DE OURICURI
2715155,UNIDADE MISTA DE ARACOIABA
2715163,UNIDADE MISTA LEONIDAS PEREIRA DE MENEZES
2715171,UNIDADE MISTA BELARMINO L P MELO
2715228,HOSPITAL MUNICIPAL MARCELINO DA SILVA MUDO
2715252,HOSPITAL MUNICIPAL DE TEREZINHA
2715260,UNIDADE MISTA DR JOAO MAYRINK
2715279,UNIDADE MISTA DR JOSE MUCIO MONTEIRO
2715287,UNIDADE MISTA JOANA AMELIA CAVALCANTI
2715295,HOSPITAL DE MATERNIDADE JOAO PEREIRA DE ANDRADE
2715309,UNIDADE MISTA JOAQUIM FRANCISCO DE MELO CAVALCANTI
2715317,HOSPITAL MARIA RAFAEL DE SIQUEIRA
2715341,UNIDADE MISTA MINERVINA GUEDES TAVARES DE MELO
2715368,UNIDADE MISTA NOSSA SENHORA DA CONCEICAO
2715384,UNIDADE MISTA RAIMUNDA DE SA BARRETO CABRAL
2715392,UNIDADE MISTA SIMEAO RIBEIRO DE LEMOS
2715864,HOSPITAL NOSSA SRA DAS GRACAS MATERNIDADE MATER DEI
2716097,COMPLEXO HOSPITALAR IRMA DULCE O S S
2716178,CS DE GUARANI DOESTE
2716194,CS DE NOVAIS
2716232,CS DE SANTA ALBERTINA
2716275,HOSPITAL E MATERNIDADE MAE DO DIVINO AMOR NA PROV DEUS
2716291,HOSPITAL JOAO VELLOSO
2716577,CS DE AMERICO DE CAMPOS
2716593,HOSPITAL DE MISERICORDIA ALTINOPOLIS
2716801,HOSPITAL DA CRIANCA GRENDACC
2717379,UNIDADE HOSPITALAR DE ANORI
2717395,UNIDADE HOSPITALAR DE URUCARA
2718324,HOSPITAL BOM CLIMA
2719290,UNIDADE MISTA DR DJALMA GONCALVES DOS ANJOS
2720035,HOSPITAL ESCOLA DR HELVIO AUTO
2720043,HOSPITAL GERAL PROF IB GATTO FALCAO
2721791,SECRETARIA MUNICIPAL DE SAUDE DE NOVO LINO
2722321,UNIDADE HOSPITALAR DE QUEBRANGULO
2722399,HOSPITAL MUNICIPAL NOSSA SENHORA DAS GRACAS
2722410,UNIDADE MISTA SENADOR ARNON DE MELO
2722429,HOSPITAL MUNICIPAL TEOFILO PEREIRA
2722771,UNIDADE DE VIGILANCIA A SAUDE
2722798,SECRETARIA MUNICIPAL DE JARAMATAIA
2722828,SECRETARIA MUNICIPAL DE SAUDE DE PIACABUCU
2722836,SECRETARIA MUNICIPAL DE SAUDE DE RIO LARGO
2722844,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETO
2723212,HOSPITAL DISTRITAL GONZAGA MOTA MESSEJANA
2723220,HOSPITAL HAROLDO JUACABA
2724308,HOSPITAL E MATERNIDADE ESTER CAVALCANTE ASSUNCAO
2724359,HOSP MUNIC SANTO ANTONIO
2726319,UNIDADE SAO FRANCISCO
2726637,HOSPITAL MUNICIPAL SAO JOSE
2726653,EBSERH HOSPITAL UNIVERSITARIO DA UFMA
2726688,HOSPITAL MUNICIPAL LIDIA MARTINS
2726726,HOSPITAL REGIONAL ANTONIO DIAS
2726734,HOSPITAL VERA CRUZ
2726858,UNIDADE DE VIGILANCIA EPIDEMIOLOGICA
2726971,HOSPITAL GETULIO VARGAS
2726998,ASSOCIACAO PIAUIENSE DE COMBATE AO CANCER ALCENOR ALMEIDA
2727005,HOSPITAL SAO PAULO
2727021,HOSPITAL UNIMED TERESINA
2727056,UNIDADE DE SAUDE PARQUE PIAUI
2727064,MATERNIDADE MUNICIPAL PROF WALL FERRAZ
2729385,HOSPITAL CRISTO REI
2729407,HOSPITAL MUNICIPAL PREFEITO JOAQUIM RODRIGUES DA SILVA
2729415,HOSPITAL MUNICIPAL DE LUPIONOPOLIS
2729423,HOSPITAL MUNICIPAL DE PORECATU
2729466,HOSPITAL MUNICIPAL DR LAURO MACEDO SOBRINHO
2729490,HOSPITAL MUNICIPAL SANTA BRANCA
2729504,HOSPITAL SANTA TEREZINHA
2729520,HOSPITAL SAO FRANCISCO DE TAMARANA
2729539,HOSPITAL SAO FRANCISCO
2729563,HOSPITAL SAO LUCAS DE SERTANOPOLIS
2730650,SANTA CASA DE CAMBE
2731045,SECRETARIA MUNICIPAL DE SAUDE
2731444,CASA DE SAUDE ARARUNA
2731614,CENTRO DE SAUDE CELSO NOGUEIRA DA SILVA
2731673,CENTRO DE SAUDE DE MAMBORE
2731738,CENTRO DE SAUDE DE QUINTA DO SOL
2731924,UNIDADE DE PRONTO ATENDIMENTO
2733145,HOSPITAL MUNICIPAL DOUTOR SHIGUERU VALDEMAR OSAKU
2733153,PRONTO ATENDIMENTO CARLITO FIGUEIRA
2733188,HOSPITAL MUNICIPAL DE GAUCHA
2733196,HOSPITAL MUNICIPAL SANTA MARIA FLORESTA
2733277,PRONTO ATENDIMENTO MUNICIPAL DE IVATUBA
2733285,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS
2733307,HOSPITAL E MATERNIDADE SANTA CLARA
2733358,HOSPITAL MUNICIPAL ALVADI MONTICELLI
2733412,HOSPITAL METROPOLITANO DE SARANDI
2733463,HOSPITAL MUNICIPAL PREFEITO JOSE PRAXEDES DA SILVA
2733528,HOSPITAL MUNICIPAL JALDEMO GOMES DUARTE ALTAMIRA DO PARANA
2733560,HOSPITAL PUBLICO MUNICIPAL SANTA ROSA DE LIMA
2733579,HOSPITAL REGIONAL CRISTO REI
2733609,HOSPITAL SANTA MARIA DE GOIOERE
2733633,HOSPITAL E MATERNIDADE SANTA CASA DE UBIRATA ASCAU
2733676,HOSPITAL SAO PAULO
2734699,AMBULATORIO DE ESPECIALIDADES
2734893,POSTO DE PRONTO ATENDIMENTO DE GOIOERE
2735962,SANTA CASA DE ENGENHEIRO BELTRAO
2735970,SANTA CASA DE MISERICORDIA DE GOIOERE
2735989,FUNDHOSPAR FUNDACAO HOSPITALAR DO PARANA
2737132,CENTRO DE SAUDE MUNICIPAL
2737205,UNIDADE DE SAUDE DA FAMILIA MARIA NAIR PRETTI
2737302,CENTRO DE SAUDE DE PEROBAL
2737418,CENTRO DE SAUDE PADRE BERNARDO LUBE
2737434,CEONC
2737531,HOSPITAL MUNICIPAL DE CRUZEIRO DO OESTE
2738120,PRO VITTA ASSOCIACAO BENEF DE ASSIST SOCIAL E SAUDE
2738163,CENTRO DE SAUDE 24 HORAS CRISTO REI
2738198,HOSPITAL MUNICIPAL RAUL SERGIO BITENCOURT
2738201,HOSPITAL MUNICIPAL TRES BARRAS
2738228,HOSPITAL NOVA OLIMPIA
2738252,HOSPITAL DO CORACAO
2738287,INSTITUTO SANTA PELIZZARI
2738309,HOSPITAL DE ENSINO SAO LUCAS
2738368,HOSPITAL UNIVERSITARIO DO OESTE DO PARANA
2738821,CENTRO DE SAUDE DE VITORINO
2738864,UPA VENEZA
2738899,HOSPITAL POLICLINICA CASCAVEL
2739984,CENTRO DE SAUDE DE CHOPINZINHO
2740338,HOSPITAL DO CANCER DE CASCAVEL UOPECCAN
2740435,IDF
2740567,HOSPITAL LUIZA BORBA CARNEIRO
2741512,CENTRO DE SAUDE SEDE DE PORTO BARREIROUNIDADE BASICA
2741873,INSTITUTO SAO JOSE
2741989,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO
2742012,HOSPITAL SAGRADO CORACAO DE JESUS
2742020,INSTITUTO SAUDE SANTA CLARA
2742047,INSTITUTO VIRMOND
2742071,CENTRO MEDICO HOSPITALAR SAO LUCAS
2742098,HOSPITAL SAO VICENTE DE PAULO
2742853,UNIDADE DE PRONTO ATENDIMENTO TRIANON
2743108,CENTRO MUNICIPAL DE SAUDE SEDE
2743116,POSTO DE SAUDE SEDE DE PALMITAL
2743213,POSTO DE SAUDE MUNICIPAL DE PITANGA
2743388,HOSPITAL IRMANDADE DA SANTA CASA
2743469,BOM SAMARITANO
2743477,HOSPITAL MUNICIPAL DE MARINGA THELMA VILLANOVA KASPROWICZ
2744392,HOSPITAL MUNICIPAL FIORINDO VICENSI
2744937,HOSPITAL INFANTIL PEQUENO ANJO
2745240,UNIDADE DE PRONTO ATENDIMENTO DE CARMOPOLIS
2745259,HOSPITAL SAO PEDRO DE ALCANTARA
2745313,CENTRO DE SAUDE DR IRINEU BULLER DE ALMEIDA
2745402,SANTA CASA DE MISERICORDIA DE FLORIDA PAULISTA
2745658,CENTRO DE SAUDE III SALES OLIVEIRA
2745666,CS II DE MIGUELOPOLIS
2745755,CS III DE PATROCINIO PAULISTA
2745798,HOSPITAL BENEFICENTE SANTO ANTONIO ORLANDIA
2745801,HOSPITAL SAO MARCOS MORRO AGUDO
2746220,COMPLEXO HOSPITALAR JUQUERY FRANCO DA ROCHA
2746298,SANTA CASA DE SANTA ROSA DE VITERBO
2746387,HOSPITAL E MATERNIDADE NOVA VIDA
2746395,PAM FAZENDINHA
2746905,VIGILANCIA EPIDEMIOLOGICA DE CARAPICUIBA
2746913,VIGILANCIA EPIDEMIOLOGICA DE COTIA
2746964,VE VIGILANCIA EPIDEMIOLOGICA DE SANTANA DE PARNAIBA
2746972,VIGILANCIA EPIDEMIOLOGICA DE ITAPEVI
2747057,CENTRO MUNICIPAL DE SAUDE RUI DE CAMARGO
2747065,CENTRO DE SAUDE II IBITINGA
2747081,CENTRO DE SAUDE II MATAO
2747685,SANTA CASA DE MISERICORDIA NOVA EUROPA
2747693,SANTA CASA DE MISERICORDIA RIBEIRAO BONITO
2747871,HOSPITAL MUNICIPAL GOV MARIO COVAS JR
2748029,SANTA CASA DE MISERICORDIA DE SAO JOSE DOS CAMPOS
2748037,USF CENTRO PARAIBUNA
2748223,HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE BOTUCATU
2748320,HOSPITAL MUNICIPAL JORGE CURY DE SANTA MARIA DA SERRA
2748436,HOSP MAT BENEF DE CHARQUEADA
2748568,SANTA CASA DE MISERICORDIA DE CAPIVARI
2749033,CENTRO DE REABILITACAO DE CASA BRANCA
2749092,CENTRO DE SAUDE II SIZENANDO NABUCO TAPIRATIBA
2749114,UNIDADE INTEGRADA DE SAUDE LEOPOLDO DE ARAUJO A PRATA
2749149,SANTA CASA DE MISERICORDIA DE TAMBAU
2749173,SMS SP SECRETARIA MUNICIPAL DE SAUDE
2749270,SECRETARIA MUNICIPAL DE SAUDE DE JAU
2749319,HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE
2750341,CENTRO DE SAUDE II JUNQUEIROPOLIS
2750511,HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P PRUDENTE
2750538,HOSPITAL MUNICIPAL DE IEPE
2750546,HOSPITAL ESTADUAL PORTO PRIMAVERA ROSANA
2750988,SANTA CASA DE DRACENA
2751003,SANTA CASA DE JUNQUEIROPOLIS
2751011,SANTA CASA MISERICORDIA PADRE JOAO SCHNEIDER MARTINOPOLIS
2751038,SANTA CASA DE PRESIDENTE EPITACIO
2751046,SANTA CASA DE SANTO ANASTACIO
2751143,UBS III DE RANCHARIA
2751151,UBS II DE REGENTE FEIJO
2751267,UNIDADE BASICA DE SAUDE II DR PLINIO ARANTES BARRETO
2751569,SANTA CASA DE MISERICORDIA DE CERQUILHO
2751623,HOSPITAL FRANCISCO ROSAS
2751674,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS
2751704,SANTA CASA DE MISERICORDIA DE ITUVERAVA
2751712,SERVICO DE VERIFICACAO DE OBITO SVO
2751747,SANTA CASA DE MAUA
2751860,HOSPITAL DIA DR FLAVIO GIANNOTTI
2751925,HOSPITAL DIA CIDADE ADEMAR
2752077,HOSP DO SERV PUB MUNICIPAL HSPM
2752093,PSM BALNEARIO SAO JOSE
2752107,UPA SANTO AMARO DR JOSE SYLVIO DE CAMARGO
2752204,AMA UBS INTEGRADA CANGAIBA DR CARLOS GENTILE DE MELLO
2752409,UVIS DA SUPERVISAO TECNICA DE SAUDE CASA VERDE CACHOEIRINHA
2752417,UVIS CAMPO LIMPO
2752468,UVIS IPIRANGA
2752492,UVIS SANTA CECILIA
2752603,HOSPITAL EVANGELICO DE MATO GROSSO
2752646,HOSPITAL MUNICIPAL GUSTAV ADOLF ISERNHAGEN
2752654,HOSPITAL VALE DO GUAPORE
