Codigo,Ocupacao
731325,INSTALADOR-REPARADOR DE REDES E CABOS TELEFONICOS
731330,REPARADOR DE APARELHOS DE TELECOMUNICACOES EM LABORATORIO
732105,"ELETRICISTA DE MANUTENCAO DE LINHAS ELETRICAS, TELEFONICAS E DE COMUNICACAO DE DADOS"
732110,EMENDADOR DE CABOS ELETRICOS E TELEFONICOS (AEREOS E SUBTERRANEOS)
732130,INSTALADOR-REPARADOR DE REDES TELEFONICAS E DE COMUNICACAO DE DADOS
740105,SUPERVISOR DA MECANICA DE PRECISAO
741120,RELOJOEIRO (FABRICACAO)
741125,RELOJOEIRO (REPARACAO)
742105,AFINADOR DE INSTRUMENTOS MUSICAIS
750205,SUPERVISOR DA INDUSTRIA DE MINERAIS NAO METALICOS (EXCETO OS DERIVADOS DE PETROLEO E CARVAO)
751010,JOALHEIRO
751015,JOALHEIRO (REPARACOES)
751020,LAPIDADOR (JOIAS)
751125,OURIVES
752105,ARTESAO MODELADOR (VIDROS)
752205,APLICADOR SERIGRAFICO EM VIDROS
752210,CORTADOR DE VIDRO
752235,SURFASSAGISTA
752305,CERAMISTA
752325,CERAMISTA MOLDADOR
752330,CERAMISTA PRENSADOR
752420,OPERADOR DE ESMALTADEIRA
752430,"PINTOR DE CERAMICA, A  PINCEL"
760310,ENCARREGADO DE COSTURA NA CONFECCAO DO VESTUARIO
760405,SUPERVISOR  (INDUSTRIA DE CALCADOS E ARTEFATOS DE COURO)
760505,"SUPERVISOR DA CONFECCAO DE ARTEFATOS DE TECIDOS, COUROS E AFINS"
761110,LAVADOR DE LA
761205,OPERADOR DE ABERTURA (FIACAO)
761215,OPERADOR DE BOBINADEIRA
761220,OPERADOR DE CARDAS
761240,OPERADOR DE MACAROQUEIRA
761303,TECELAO (REDES)
761306,TECELAO (RENDAS E BORDADOS)
761327,"TECELAO DE MALHAS, A  MAQUINA"
761330,TECELAO DE MALHAS (MAQUINA CIRCULAR)
761345,"TECELAO DE TAPETES, A  MAQUINA"
761354,OPERADOR DE MAQUINA DE CORDOALHA
761410,ESTAMPADOR DE TECIDO
761415,OPERADOR DE CALANDRAS (TECIDOS)
761425,OPERADOR DE IMPERMEABILIZADOR DE TECIDOS
761810,REVISOR DE FIOS (PRODUCAO TEXTIL)
761815,REVISOR DE TECIDOS ACABADOS
761820,REVISOR DE TECIDOS CRUS
762105,CLASSIFICADOR DE PELES
762125,RACHADOR DE COUROS E PELES
762205,CURTIDOR (COUROS E PELES)
762220,REBAIXADOR DE COUROS
762335,PALECIONADOR DE COUROS E PELES
762345,VAQUEADOR DE COUROS E PELES
763005,ALFAIATE
763010,COSTUREIRA DE PECAS SOB ENCOMENDA
763015,COSTUREIRA DE REPARACAO DE ROUPAS
763020,COSTUREIRO DE ROUPA DE COURO E PELE
763105,AUXILIAR DE CORTE (PREPARACAO DA CONFECCAO DE ROUPAS)
763110,CORTADOR DE ROUPAS
763125,AJUDANTE DE CONFECCAO
763205,"COSTUREIRO DE ROUPAS DE COURO E PELE, A  MAQUINA NA  CONFECCAO EM SERIE"
763210,COSTUREIRO NA CONFECCAO EM SERIE
763215,"COSTUREIRO, A  MAQUINA  NA CONFECCAO EM SERIE"
763305,ARREMATADEIRA
763310,"BORDADOR, A MAQUINA"
763320,OPERADOR DE MAQUINA DE COSTURA DE ACABAMENTO
763325,PASSADEIRA DE PECAS CONFECCIONADAS
764005,TRABALHADOR POLIVALENTE DA CONFECCAO DE CALCADOS
764105,"CORTADOR DE CALCADOS, A  MAQUINA (EXCETO SOLAS E PALMILHAS)"
764115,PREPARADOR DE CALCADOS
764120,PREPARADOR DE SOLAS E PALMILHAS
764205,"COSTURADOR DE CALCADOS, A  MAQUINA"
764305,ACABADOR DE CALCADOS
765010,CHAPELEIRO DE SENHORAS
765015,BONELEIRO
765105,CORTADOR DE ARTEFATOS DE COURO (EXCETO ROUPAS E CALCADOS)
765110,CORTADOR DE TAPECARIA
765235,ESTOFADOR DE MOVEIS
765310,"COSTURADOR DE ARTEFATOS DE COURO, A  MAQUINA (EXCETO ROUPAS E CALCADOS)"
765315,MONTADOR DE ARTEFATOS DE COURO (EXCETO ROUPAS E CALCADOS)
766120,EDITOR DE TEXTO E IMAGEM
766140,GRAVADOR DE MATRIZ SERIGRAFICA
766155,PROGRAMADOR VISUAL GRAFICO
766205,IMPRESSOR (SERIGRAFIA)
766210,IMPRESSOR CALCOGRAFICO
766215,IMPRESSOR DE OFSETE (PLANO E ROTATIVO)
766230,IMPRESSOR DIGITAL
766250,IMPRESSOR TIPOGRAFICO
766305,ACABADOR DE EMBALAGENS (FLEXIVEIS E CARTOTECNICAS)
766310,IMPRESSOR DE CORTE E VINCO
766315,OPERADOR DE ACABAMENTO (INDUSTRIA GRAFICA)
766320,OPERADOR DE GUILHOTINA (CORTE DE PAPEL)
766405,LABORATORISTA FOTOGRAFICO
766415,"REVELADOR DE FILMES FOTOGRAFICOS, EM CORES"
766420,AUXILIAR DE RADIOLOGIA (REVELACAO FOTOGRAFICA)
768105,TECELAO (TEAR MANUAL)
768110,"TECELAO DE TAPETES, A  MAO"
768120,REDEIRO
768125,CHAPELEIRO (CHAPEUS DE PALHA)
768130,"CROCHETEIRO, A  MAO"
768205,"BORDADOR, A  MAO"
768305,ARTIFICE DO COURO
768310,"CORTADOR DE CALCADOS, A  MAO (EXCETO SOLAS)"
768315,"COSTURADOR DE ARTEFATOS DE COURO, A  MAO (EXCETO ROUPAS E CALCADOS)"
768320,SAPATEIRO (CALCADOS SOB MEDIDA)
768325,SELEIRO
768605,TIPOGRAFO
768625,PINTOR DE LETREIROS
770110,MESTRE CARPINTEIRO
771105,MARCENEIRO
772105,CLASSIFICADOR DE MADEIRA
772115,SECADOR DE MADEIRA
773105,CORTADOR DE LAMINADOS DE MADEIRA
773110,OPERADOR DE SERRAS NO DESDOBRAMENTO DE MADEIRA
773120,SERRADOR DE MADEIRA
773305,OPERADOR DE DESEMPENADEIRA NA USINAGEM CONVENCIONAL DE MADEIRA
773315,OPERADOR DE FRESADORA (USINAGEM DE MADEIRA)
773320,OPERADOR DE LIXADEIRA (USINAGEM DE MADEIRA)
773325,"OPERADOR DE MAQUINA DE USINAGEM MADEIRA, EM GERAL"
773330,OPERADOR DE MOLDURADORA (USINAGEM DE MADEIRA)
773345,OPERADOR DE TORNO AUTOMATICO (USINAGEM DE MADEIRA)
773355,TORNEIRO NA USINAGEM CONVENCIONAL DE MADEIRA
773405,OPERADOR DE MAQUINA BORDATRIZ
773415,OPERADOR DE MAQUINA DE USINAGEM DE MADEIRA (PRODUCAO EM SERIE)
773505,OPERADOR DE CENTRO DE USINAGEM DE MADEIRA (CNC)
774105,MONTADOR DE MOVEIS E ARTEFATOS DE MADEIRA
775105,ENTALHADOR  DE MADEIRA
775120,MARCHETEIRO
776415,"CONFECCIONADOR DE ESCOVAS, PINCEIS E PRODUTOS SIMILARES (A MAQUINA)"
776430,VASSOUREIRO
777110,CARPINTEIRO NAVAL (EMBARCACOES)
781705,MERGULHADOR PROFISSIONAL (RASO E PROFUNDO)
782105,OPERADOR DE DRAGA
782110,OPERADOR DE GUINDASTE (FIXO)
782115,OPERADOR DE GUINDASTE MOVEL
782120,OPERADOR DE MAQUINA RODOFERROVIARIA
782130,OPERADOR DE PONTE ROLANTE
782145,SINALEIRO (PONTE-ROLANTE)
782205,GUINCHEIRO (CONSTRUCAO CIVIL)
782220,OPERADOR DE EMPILHADEIRA
782305,MOTORISTA DE CARRO DE PASSEIO
782310,MOTORISTA DE FURGAO OU VEICULO SIMILAR
782315,MOTORISTA DE TAXI
782405,MOTORISTA DE ONIBUS RODOVIARIO
782410,MOTORISTA DE ONIBUS URBANO
782505,CAMINHONEIRO AUTONOMO (ROTAS REGIONAIS E INTERNACIONAIS)
782510,MOTORISTA DE CAMINHAO (ROTAS REGIONAIS E INTERNACIONAIS)
782515,MOTORISTA OPERACIONAL DE GUINCHO
782610,MAQUINISTA DE TREM
782615,MAQUINISTA DE TREM METROPOLITANO
782620,MOTORNEIRO
782625,AUXILIAR DE MAQUINISTA DE TREM
782705,MARINHEIRO DE CONVES (MARITIMO E FLUVIARIO)
782710,MARINHEIRO DE MAQUINAS
782805,CONDUTOR DE VEICULOS DE TRACAO ANIMAL (RUAS E ESTRADAS)
782810,TROPEIRO
782815,BOIADEIRO
782820,CONDUTOR DE VEICULOS A PEDAIS
783105,AGENTE DE PATIO
783110,MANOBRADOR
783210,CARREGADOR (ARMAZEM)
783215,CARREGADOR (VEICULOS DE TRANSPORTES TERRESTRES)
783220,ESTIVADOR
783225,AJUDANTE DE MOTORISTA
783230,BLOQUEIRO (TRABALHADOR PORTUARIO)
784105,"EMBALADOR, A MAO"
784110,"EMBALADOR, A MAQUINA"
784115,OPERADOR DE MAQUINA DE ETIQUETAR
784120,OPERADOR DE MAQUINA DE ENVASAR LIQUIDOS
784125,OPERADOR DE PRENSA DE ENFARDAMENTO
784205,ALIMENTADOR DE LINHA DE PRODUCAO
791105,ARTESAO BORDADOR
791110,ARTESAO CERAMISTA
791115,ARTESAO COM MATERIAL RECICLAVEL
791120,ARTESAO CONFECCIONADOR DE BIOJOIAS E ECOJOIAS
791125,ARTESAO DO COURO
791130,ARTESAO ESCULTOR
791135,ARTESAO MOVELEIRO (EXCETO RECICLADO)
791140,ARTESAO TECELAO
791145,ARTESAO TRANCADOR
791150,ARTESAO CROCHETEIRO
791155,ARTESAO TRICOTEIRO
810110,MESTRE DE PRODUCAO QUIMICA
810205,MESTRE (INDUSTRIA DE BORRACHA E PLASTICO)
811005,OPERADOR DE PROCESSOS QUIMICOS E PETROQUIMICOS
811115,OPERADOR DE BRITADEIRA (TRATAMENTOS QUIMICOS E AFINS)
811130,TRABALHADOR DE FABRICACAO DE TINTAS
811405,DESTILADOR DE MADEIRA
811410,DESTILADOR DE PRODUTOS QUIMICOS (EXCETO PETROLEO)
811415,"OPERADOR DE ALAMBIQUE DE FUNCIONAMENTO CONTINUO (PRODUTOS QUIMICOS, EXCETO PETROLEO)"
811425,OPERADOR DE EQUIPAMENTO DE DESTILACAO DE ALCOOL
811510,OPERADOR DE TRANSFERENCIA E ESTOCAGEM - NA REFINACAO DO PETROLEO
811620,OPERADOR DE ENFORNAMENTO E DESENFORNAMENTO DE COQUE
811650,OPERADOR DE SISTEMA DE REVERSAO (COQUERIA)
811705,BAMBURISTA
811745,LAMINADOR DE PLASTICO
811805,OPERADOR DE MAQUINA DE PRODUTOS FARMACEUTICOS
811820,"OPERADOR DE MAQUINA DE FABRICACAO DE PRODUTOS DE HIGIENE E LIMPEZA (SABAO, SABONETE, DETERGENTE, ABSORVENTE, FRALDAS COTONETES E OUTROS)"
812105,PIROTECNICO
813105,CILINDRISTA (PETROQUIMICA E AFINS)
813120,"OPERADOR DE PROCESSO (QUIMICA, PETROQUIMICA E AFINS)"
813125,"OPERADOR DE PRODUCAO (QUIMICA, PETROQUIMICA E AFINS)"
818105,ASSISTENTE DE LABORATORIO INDUSTRIAL
818110,AUXILIAR DE LABORATORIO DE ANALISES FISICO-QUIMICAS
820105,MESTRE DE SIDERURGIA
820125,MESTRE DE LAMINACAO
821105,OPERADOR DE CENTRO DE CONTROLE
821205,FORNEIRO E OPERADOR (ALTO-FORNO)
821220,FORNEIRO E OPERADOR (REFINO DE METAIS NAO-FERROSOS)
821305,OPERADOR DE LAMINADOR
821405,ENCARREGADO DE ACABAMENTO DE CHAPAS E METAIS  (TEMPERA)
821410,ESCARFADOR
821415,MARCADOR DE PRODUTOS (SIDERURGICO E METALURGICO)
821425,OPERADOR DE CABINE DE LAMINACAO (FIO-MAQUINA)
821430,OPERADOR DE ESCORIA E SUCATA
821445,PREPARADOR DE SUCATA E APARAS
821450,REBARBADOR DE METAL
822110,FORNEIRO DE FORNO-POCO
822115,FORNEIRO DE FUNDICAO (FORNO DE REDUCAO)
822120,FORNEIRO DE REAQUECIMENTO E TRATAMENTO TERMICO NA METALURGIA
823210,EXTRUSOR DE FIOS OU FIBRAS DE VIDRO
823230,"MOLDADOR DE ABRASIVOS NA FABRICACAO DE CERAMICA, VIDRO E PORCELANA"
823305,CLASSIFICADOR E EMPILHADOR DE TIJOLOS REFRATARIOS
823325,TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CONCRETO ARMADO)
828105,OLEIRO (FABRICACAO DE TELHAS)
828110,OLEIRO (FABRICACAO DE TIJOLOS)
831105,CILINDREIRO NA PREPARACAO DE PASTA PARA FABRICACAO DE PAPEL
832110,OPERADOR DE CORTADEIRA DE PAPEL
833110,"CONFECCIONADOR DE BOLSAS, SACOS E SACOLAS E PAPEL, A MAQUINA"
833120,OPERADOR DE MAQUINA DE CORTAR E DOBRAR PAPELAO
833205,"CARTONAGEIRO, A MAO (CAIXAS DE PAPELAO)"
840105,SUPERVISOR DE PRODUCAO DA INDUSTRIA ALIMENTICIA
840110,SUPERVISOR DA INDUSTRIA DE BEBIDAS
840120,CHEFE DE CONFEITARIA
841105,MOLEIRO DE CEREAIS (EXCETO ARROZ)
841320,OPERADOR DE TRATAMENTO DE CALDA NA REFINACAO DE ACUCAR
841408,COZINHADOR (CONSERVACAO DE ALIMENTOS)
841416,COZINHADOR DE CARNES
841420,COZINHADOR DE FRUTAS E LEGUMES
841456,OPERADOR DE CAMARAS FRIAS
841484,TRABALHADOR DE PREPARACAO DE PESCADOS (LIMPEZA)
841505,TRABALHADOR DE TRATAMENTO DO LEITE E FABRICACAO DE LATICINIOS E AFINS
841610,TORRADOR DE CAFE
841720,TRABALHADOR DE FABRICACAO DE VINHOS
841745,XAROPEIRO
841810,"OPERADOR DE MAQUINAS DE FABRICACAO DE DOCES, SALGADOS E MASSAS ALIMENTICIAS"
842125,OPERADOR DE MAQUINA (FABRICACAO DE CIGARROS)
848105,DEFUMADOR DE CARNES E PESCADOS
848110,SALGADOR DE ALIMENTOS
848205,PASTEURIZADOR
848210,QUEIJEIRO NA FABRICACAO DE LATICINIO
848305,PADEIRO
848310,CONFEITEIRO
848315,MASSEIRO (MASSAS ALIMENTICIAS)
848405,DEGUSTADOR DE CAFE
848420,DEGUSTADOR DE VINHOS OU LICORES
848425,CLASSIFICADOR DE GRAOS
848505,ABATEDOR
848510,ACOUGUEIRO
848520,MAGAREFE
848525,RETALHADOR DE CARNE
860110,"SUPERVISOR DE OPERACAO DE FLUIDOS (DISTRIBUICAO, CAPTACAO, TRATAMENTO DE AGUA, GASES, VAPOR)"
860115,"SUPERVISOR DE OPERACAO ELETRICA (GERACAO, TRANSMISSAO E DISTRIBUICAO DE ENERGIA ELETRICA)"
861110,OPERADOR DE QUADRO DE DISTRIBUICAO DE ENERGIA ELETRICA
861120,OPERADOR DE REATOR NUCLEAR
862105,FOGUISTA (LOCOMOTIVAS A VAPOR)
862110,MAQUINISTA DE EMBARCACOES
862120,OPERADOR DE CALDEIRA
862150,"OPERADOR DE MAQUINAS FIXAS, EM GERAL"
862205,"OPERADOR DE ESTACAO DE CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA"
862505,OPERADOR DE INSTALACAO DE REFRIGERACAO
910105,ENCARREGADO DE MANUTENCAO MECANICA DE SISTEMAS OPERACIONAIS
910130,SUPERVISOR DE MANUTENCAO DE MAQUINAS OPERATRIZES E DE USINAGEM
910210,SUPERVISOR DA MANUTENCAO E REPARACAO DE VEICULOS PESADOS
910910,SUPERVISOR DE MANUTENCAO DE VIAS FERREAS
911105,MECANICO DE MANUTENCAO DE BOMBA INJETORA (EXCETO DE VEICULOS AUTOMOTORES)
911110,MECANICO DE MANUTENCAO DE BOMBAS
911115,MECANICO DE MANUTENCAO DE COMPRESSORES DE AR
911120,MECANICO DE MANUTENCAO DE MOTORES DIESEL (EXCETO DE VEICULOS AUTOMOTORES)
911135,MECANICO DE MANUTENCAO DE TURBOCOMPRESSORES
911205,MECANICO DE MANUTENCAO E INSTALACAO DE APARELHOS DE CLIMATIZACAO E  REFRIGERACAO
911305,"MECANICO DE MANUTENCAO DE MAQUINAS, EM GERAL"
911325,MECANICO DE MANUTENCAO DE MAQUINAS-FERRAMENTAS (USINAGEM DE METAIS)
913105,MECANICO DE MANUTENCAO DE APARELHOS DE LEVANTAMENTO
913115,MECANICO DE MANUTENCAO DE MAQUINAS AGRICOLAS
914105,"MECANICO DE MANUTENCAO DE AERONAVES, EM GERAL"
914110,MECANICO DE MANUTENCAO DE SISTEMA HIDRAULICO DE AERONAVES (SERVICOS DE PISTA E HANGAR)
914305,MECANICO DE MANUTENCAO DE VEICULOS FERROVIARIOS
914405,"MECANICO DE MANUTENCAO DE AUTOMOVEIS, MOTOCICLETAS E VEICULOS SIMILARES"
914410,MECANICO DE MANUTENCAO DE EMPILHADEIRAS E OUTROS VEICULOS DE CARGAS LEVES
914415,MECANICO DE MANUTENCAO DE MOTOCICLETAS
914420,MECANICO DE MANUTENCAO DE TRATORES
914425,MECANICO DE VEICULOS AUTOMOTORES A DIESEL (EXCETO TRATORES)
915110,TECNICO EM MANUTENCAO DE HIDROMETROS
915205,RESTAURADOR DE INSTRUMENTOS MUSICAIS (EXCETO CORDAS ARCADAS)
915210,REPARADOR DE INSTRUMENTOS MUSICAIS
919105,LUBRIFICADOR INDUSTRIAL
919110,LUBRIFICADOR DE VEICULOS AUTOMOTORES (EXCETO EMBARCACOES)
919115,LUBRIFICADOR DE EMBARCACOES
919205,"MECANICO DE MANUTENCAO DE MAQUINAS CORTADORAS DE GRAMA, ROCADEIRAS, MOTOSSERRAS E SIMILARES"
919310,MECANICO DE MANUTENCAO DE BICICLETAS E VEICULOS SIMILARES
919315,MONTADOR DE BICICLETAS
950110,"SUPERVISOR DE MANUTENCAO ELETROMECANICA INDUSTRIAL, COMERCIAL E PREDIAL"
950205,ENCARREGADO DE MANUTENCAO ELETRICA DE VEICULOS
950305,SUPERVISOR DE MANUTENCAO ELETROMECANICA
951105,ELETRICISTA DE MANUTENCAO ELETROELETRONICA
951305,INSTALADOR DE SISTEMAS ELETROELETRONICOS DE SEGURANCA
953115,"ELETRICISTA DE INSTALACOES (VEICULOS AUTOMOTORES E MAQUINAS OPERATRIZES, EXCETO AERONAVES E EMBARCACOES)"
954105,ELETROMECANICO DE MANUTENCAO DE ELEVADORES
954205,REPARADOR DE APARELHOS ELETRODOMESTICOS (EXCETO IMAGEM E SOM)
954210,"REPARADOR DE RADIO, TV E SOM"
991105,CONSERVADOR DE VIA PERMANENTE (TRILHOS)
991305,FUNILEIRO DE VEICULOS (REPARACAO)
991310,MONTADOR DE VEICULOS (REPARACAO)
991315,PINTOR DE VEICULOS (REPARACAO)
992105,ALINHADOR DE PNEUS
992110,BALANCEADOR
992115,BORRACHEIRO
992120,LAVADOR DE PECAS
992205,ENCARREGADO GERAL DE OPERACOES DE CONSERVACAO DE VIAS PERMANENTES (EXCETO TRILHOS)
992210,ENCARREGADO DE EQUIPE DE CONSERVACAO DE VIAS PERMANENTES (EXCETO TRILHOS)
992225,AUXILIAR GERAL DE CONSERVACAO DE VIAS PERMANENTES (EXCETO TRILHOS)
